instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dteday
1131,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,2011B02B19
1132,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,2011B02B19
1133,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,2011B02B19
1134,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,2011B02B19
1135,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,2011B02B20
1136,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,2011B02B20
1137,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,2011B02B20
1138,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,2011B02B20
1139,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,2011B02B20
1140,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,2011B02B20
1141,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,2011B02B20
1142,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,2011B02B20
1143,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,2011B02B20
1144,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,2011B02B20
1145,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,2011B02B20
1146,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,2011B02B20
1147,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0,76,122,198,2011B02B20
1148,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,2011B02B20
1149,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,2011B02B20
1150,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,2011B02B20
1151,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,2011B02B20
1152,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,2011B02B20
1153,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,2011B02B20
1154,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,12,30,42,2011B02B20
1155,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,17,39,56,2011B02B20
1156,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,2011B02B20
1157,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,2011B02B20
1158,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,2011B02B21
1159,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,2011B02B21
1160,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,2011B02B21
1161,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,2011B02B21
1162,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,2011B02B21
1163,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0,1,2,3,2011B02B21
1164,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,2011B02B21
1165,1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,2011B02B21
1166,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,2011B02B21
1167,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,2011B02B21
1168,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,2011B02B21
1169,1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,2011B02B21
1170,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,2011B02B21
1171,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,2011B02B21
1172,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,2011B02B21
1173,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,2011B02B21
1174,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,2011B02B21
1175,1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,2011B02B21
1176,1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,2011B02B21
1177,1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,2011B02B21
1178,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,2011B02B21
1179,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,2011B02B21
1180,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,2011B02B21
1181,1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,2011B02B21
1182,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,2011B02B22
1183,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,2011B02B22
1184,1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,2011B02B22
1185,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,2011B02B22
1186,1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0,0,44,44,2011B02B22
1187,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0,7,43,50,2011B02B22
1188,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,2011B02B22
1189,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,2011B02B22
1190,1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,2011B02B22
1191,1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,2011B02B22
1192,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,2011B02B22
1193,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,2011B02B22
1194,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,2011B02B22
1195,1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,2011B02B22
1196,1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,2011B02B22
1197,1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,2011B02B22
1198,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,2011B02B22
1199,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,2011B02B22
1200,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,2011B02B23
1201,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,2011B02B23
1202,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,2011B02B23
1203,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,2011B02B23
1204,1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,2011B02B23
1205,1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,2011B02B23
1206,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,2011B02B23
1207,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,2011B02B23
1208,1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,2011B02B23
1209,1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0,4,47,51,2011B02B23
1210,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,2011B02B23
1211,1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,2011B02B23
1212,1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,2011B02B23
1213,1,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,2011B02B23
1214,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,2011B02B23
1215,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0,15,79,94,2011B02B23
1216,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,2011B02B23
1217,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,2011B02B23
1218,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0,6,135,141,2011B02B23
1219,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,2011B02B23
1220,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0,2,89,91,2011B02B23
1221,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0,1,60,61,2011B02B23
1222,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,2011B02B23
1223,1,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,2011B02B24
1224,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,2011B02B24
1225,1,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,2011B02B24
1226,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,2011B02B24
1227,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,2011B02B24
1228,1,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,2011B02B24
1229,1,0,2,7,0,4,1,1,0.2,0.197,0.72,0.194,0,104,104,2011B02B24
1230,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,2011B02B24
1231,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,2011B02B24
1232,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,2011B02B24
1233,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,2011B02B24
1234,1,0,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,2011B02B24
1235,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,2011B02B24
1236,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,2011B02B24
1237,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,2011B02B24
1238,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,2011B02B24
1239,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,2011B02B24
1240,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,2011B02B24
1241,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,2011B02B24
1242,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,2011B02B24
1243,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,2011B02B24
1244,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,2011B02B24
1245,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,2011B02B24
1246,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0,1,8,9,2011B02B25
1247,1,0,2,1,0,5,1,2,0.32,0.3485,1,0,1,9,10,2011B02B25
1248,1,0,2,2,0,5,1,2,0.32,0.3485,1,0,0,3,3,2011B02B25
1249,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,2011B02B25
1250,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,2011B02B25
1251,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,2011B02B25
1252,1,0,2,7,0,5,1,3,0.34,0.3333,1,0.1343,1,34,35,2011B02B25
1253,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,2011B02B25
1254,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,2011B02B25
1255,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,2011B02B25
1256,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,2011B02B25
1257,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,2011B02B25
1258,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,2011B02B25
1259,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,2011B02B25
1260,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,2011B02B25
1261,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,2011B02B25
1262,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,2011B02B25
1263,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,2011B02B25
1264,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,2011B02B25
1265,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,2011B02B25
1266,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,2011B02B25
1267,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,2011B02B25
1268,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,2011B02B25
1269,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,2011B02B26
1270,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,2011B02B26
1271,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,2011B02B26
1272,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,2011B02B26
1273,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,2011B02B26
1274,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,2011B02B26
1275,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0,1,6,7,2011B02B26
1276,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,2011B02B26
1277,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0,2,55,57,2011B02B26
1278,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,2011B02B26
1279,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,2011B02B26
1280,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0,26,100,126,2011B02B26
1281,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,2011B02B26
1282,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,2011B02B26
1283,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,2011B02B26
1284,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,2011B02B26
1285,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,2011B02B26
1286,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,2011B02B26
1287,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,2011B02B26
1288,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,2011B02B26
1289,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,2011B02B26
1290,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,2011B02B26
1291,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,2011B02B26
1292,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,2011B02B26
1293,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,2011B02B27
1294,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,2011B02B27
1295,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,2011B02B27
1296,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11,2011B02B27
1297,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2,2011B02B27
1298,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0,2,1,3,2011B02B27
1299,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14,2011B02B27
1300,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0,9,26,35,2011B02B27
1301,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59,2011B02B27
1302,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103,2011B02B27
1303,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125,2011B02B27
1304,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193,2011B02B27
1305,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,90,169,259,2011B02B27
1306,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282,2011B02B27
1307,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261,2011B02B27
1308,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,2011B02B27
1309,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187,2011B02B27
1310,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,2011B02B27
1311,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102,2011B02B27
1312,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81,2011B02B27
1313,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69,2011B02B27
1314,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69,2011B02B27
1315,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59,2011B02B27
1316,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30,2011B02B28
1317,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8,2011B02B28
1318,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1,2011B02B28
1319,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0,1,4,5,2011B02B28
1320,1,0,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28,2011B02B28
1321,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92,2011B02B28
1322,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255,2011B02B28
1323,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,15,127,142,2011B02B28
1324,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92,2011B02B28
1325,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87,2011B02B28
1326,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36,2011B02B28
1327,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32,2011B02B28
1328,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,1,24,25,2011B02B28
1329,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985,0,35,35,2011B02B28
1330,1,0,2,16,0,1,1,3,0.42,0.4242,1,0.1343,2,40,42,2011B02B28
1331,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985,2,77,79,2011B02B28
1332,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131,2011B02B28
1333,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80,2011B02B28
1334,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45,2011B02B28
1335,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,2,78,80,2011B02B28
1336,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76,2011B02B28
1337,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45,2011B02B28
1338,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7,2011B03B01
1339,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3,2011B03B01
1340,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4,2011B03B01
1341,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2,2011B03B01
1342,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1,2011B03B01
1343,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2,2011B03B01
1344,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46,2011B03B01
1345,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107,2011B03B01
1346,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214,2011B03B01
1347,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124,2011B03B01
1348,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68,2011B03B01
1349,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56,2011B03B01
1350,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86,2011B03B01
1351,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,13,65,78,2011B03B01
1352,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79,2011B03B01
1353,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0,7,57,64,2011B03B01
1354,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102,2011B03B01
1355,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242,2011B03B01
1356,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224,2011B03B01
1357,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119,2011B03B01
1358,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88,2011B03B01
1359,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0,8,55,63,2011B03B01
1360,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47,2011B03B01
1361,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25,2011B03B01
1362,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8,2011B03B02
1363,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4,2011B03B02
1364,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2,2011B03B02
1365,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4,2011B03B02
1366,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1,2011B03B02
1367,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5,2011B03B02
1368,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,2011B03B02
1369,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110,2011B03B02
1370,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256,2011B03B02
1371,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148,2011B03B02
1372,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76,2011B03B02
1373,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,2011B03B02
1374,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82,2011B03B02
1375,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,35,90,125,2011B03B02
1376,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96,2011B03B02
1377,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110,2011B03B02
1378,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139,2011B03B02
1379,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268,2011B03B02
1380,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,2011B03B02
1381,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150,2011B03B02
1382,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95,2011B03B02
1383,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71,2011B03B02
1384,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48,2011B03B02
1385,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22,2011B03B02
1386,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13,2011B03B03
1387,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1,2011B03B03
1388,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3,2011B03B03
1389,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1,2011B03B03
1390,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,2011B03B03
1391,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,2011B03B03
1392,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,2011B03B03
1393,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,2011B03B03
1394,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,2011B03B03
1395,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,2011B03B03
1396,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,2011B03B03
1397,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,2011B03B03
1398,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,2011B03B03
1399,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,2011B03B03
1400,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,2011B03B03
1401,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0,6,62,68,2011B03B03
1402,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0,6,65,71,2011B03B03
1403,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,17,185,202,2011B03B03
1404,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,2011B03B03
1405,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,2011B03B03
1406,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,2011B03B03
1407,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51,2011B03B03
1408,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0,3,50,53,2011B03B03
1409,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23,2011B03B03
1410,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,2011B03B04
1411,1,0,3,1,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4,2011B03B04
1412,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,0,2,2,2011B03B04
